LINE_NO,LATITUDE,LONGITUDE,DATETIME,ELEVATION,Collar_ID,TEMP
1711,38.9842092,-104.8810569,40975.00,2095.8,2925,9
1712,38.9914527,-104.8767073,40975.25,2092.24,2925,4
1713,38.9918925,-104.8792928,40975.50,2093.89,2925,14
1714,38.9785392,-104.869309,40975.75,2098.15,2925,4
1715,38.9845176,-104.864409,40976.00,2096.41,2925,0
1716,38.9836356,-104.8620034,40976.25,2095.03,2925,1
1717,38.9816611,-104.8602343,40976.50,2094.16,2925,11
1718,38.9823758,-104.8666839,40976.75,2121.66,2925,6
1719,38.980488,-104.8697423,40977.00,2126.39,2925,2
1720,38.982312,-104.8732679,40977.25,2143.14,2925,1
1722,38.9847705,-104.8689762,40977.75,2141.19,2925,9
1723,38.9823477,-104.8714079,40978.00,2160.49,2925,3
1724,38.9821747,-104.8734042,40978.25,2158.8,2925,4
1726,38.9854172,-104.8736639,40978.75,2155.77,2925,10
1727,38.9855379,-104.8628057,40979.00,2164.64,2925,6
1728,38.9856715,-104.8652953,40979.25,2163.8,2925,5
1730,38.9833589,-104.8772403,40979.75,2163.21,2925,12
1731,38.9875973,-104.8789453,40980.00,2114.14,2925,10
1732,38.9897576,-104.8814953,40980.25,2114.99,2925,8
1733,38.985028,-104.8760799,40980.50,2113.8,2925,18
1734,38.9817961,-104.881069,40980.75,2104.25,2925,12
1737,38.985378,-104.883063,40981.50,2140.49,2925,20
1738,38.9839806,-104.8856986,40981.75,2146.25,2925,15
1739,38.983887,-104.8844769,40982.00,2149.56,2925,10
1740,38.9887605,-104.8850264,40982.25,2116.68,2925,6
1741,38.9847018,-104.8809133,40982.50,2125.18,2925,21
1742,38.9843096,-104.8771448,40982.75,2123.37,2925,15
1743,38.9858164,-104.8764607,40983.00,2120.07,2925,13
1744,38.9899911,-104.8804004,40983.25,2119.51,2925,9
1746,38.9863092,-104.8730963,40983.75,2103.32,2925,16
1747,38.9863588,-104.8706227,40984.00,2083.79,2925,7
1748,38.9876923,-104.8693566,40984.25,2083.64,2925,11
1750,38.9900861,-104.8797125,40984.75,2081.04,2925,16
1751,38.9844379,-104.8814743,40985.00,2091.45,2925,8
1752,38.9899205,-104.8863113,40985.25,2092.64,2925,9
1753,38.9841099,-104.8867449,40985.50,2139.64,2925,20
1754,38.9828104,-104.8789282,40985.75,2131.97,2925,16
1756,38.986161,-104.8823392,40986.25,2118.88,2925,6
1758,38.9871891,-104.8730237,40986.75,2117.7,2925,12
1759,38.9870603,-104.8732251,40987.00,2106.76,2925,5
1762,38.9772423,-104.8667851,40987.75,2109.21,2925,8
1763,38.9808731,-104.8687333,40988.00,2108.5,2925,2
1764,38.9816469,-104.872508,40988.25,2116.77,2925,-1
1766,38.9808645,-104.8653632,40988.75,2114.45,2925,7
1767,38.981372,-104.8734007,40989.00,2113.17,2925,2
1768,38.9869157,-104.8748566,40989.25,2115.47,2925,4
1770,38.9909312,-104.8727857,40989.75,2112.92,2925,11
1771,38.9863658,-104.8740165,40990.00,2113.04,2925,10
1772,38.9910691,-104.8776412,40990.25,2106.72,2925,8
1773,38.9896788,-104.8813831,40990.50,2109.9,2925,22
1774,38.9856253,-104.8756402,40990.75,2106.55,2925,12
1778,38.9831354,-104.8624192,40991.75,2081.01,2925,18
1779,38.9874122,-104.8699476,40992.00,2075.96,2925,9
1780,38.9859019,-104.8792564,40992.25,2106.75,2925,10
1781,38.9885448,-104.8820869,40992.50,2103.36,2925,26
1782,38.9856153,-104.8791468,40992.75,2126.99,2925,18
1783,38.984672,-104.8808011,40993.00,2124.5,2925,11
1784,38.9848735,-104.8840495,40993.25,2127.05,2925,10
1785,38.988311,-104.8853895,40993.50,2124.31,2925,25
1786,38.9838374,-104.8775748,40993.75,2130.94,2925,20
1787,38.9867277,-104.8720037,40994.00,2128.55,2925,11
1788,38.9844558,-104.8720547,40994.25,2133.51,2925,12
1790,38.9853082,-104.8754809,40994.75,2054.69,2925,18
1791,38.9890825,-104.8757782,40995.00,2048.67,2925,13
1792,38.990758,-104.8789098,40995.25,2052.44,2925,10
1793,38.9854744,-104.8755518,40995.50,2105.01,2925,21
1794,38.986984,-104.8714391,40995.75,2102.93,2925,17
1795,38.9883364,-104.867674,40996.00,2081.08,2925,7
1796,38.9857622,-104.8680183,40996.25,2086.17,2925,5
1798,38.9807785,-104.8653912,40996.75,2084.92,2925,19
1799,38.984284,-104.8644723,40997.00,2083.95,2925,14
1801,38.9859939,-104.8753536,40997.50,2084.59,2925,22
1802,38.9881417,-104.8821471,40997.75,2056.94,2925,17
1803,38.9851765,-104.8805828,40998.00,2106.14,2925,10
1806,38.9842203,-104.8851892,40998.75,2126.08,2925,18
1807,38.9871638,-104.8823325,40999.00,2111.64,2925,13
1808,38.9904515,-104.8837233,40999.25,2134.22,2925,13
1809,38.9865032,-104.8769567,40999.50,2133.93,2925,25
1810,38.9879161,-104.8711256,40999.75,2122.86,2925,21
1811,38.9854455,-104.8753752,41000.00,2126.46,2925,11
1812,38.9886793,-104.8803646,41000.25,2081.73,2925,16
1813,38.9870168,-104.8823264,41000.50,2080.94,2925,27
1814,38.9853573,-104.8800133,41000.75,2090.87,2925,19
1815,38.985602,-104.876138,41001.00,2085.91,2925,15
1816,38.9921802,-104.8730728,41001.25,2084.62,2925,7
1817,38.9922737,-104.8744471,41001.50,2092.45,2925,6
1818,38.9912441,-104.8749003,41001.75,2065.23,2925,3
1819,38.9938171,-104.8705284,41002.00,2061.92,2925,4
1820,38.995896,-104.8674292,41002.25,2061.24,2925,1
1821,38.9917886,-104.8773564,41002.50,2060.46,2925,8
1822,38.9918395,-104.8779814,41002.75,2058.26,2925,3
1823,38.9907495,-104.879512,41003.00,2069.51,2925,2
1824,38.9897446,-104.8791061,41003.25,2064.33,2925,4
1826,38.9833813,-104.8768507,41003.75,2063.17,2925,12
1827,38.9843823,-104.8808519,41004.00,2137.23,2925,9
1828,38.9918324,-104.8870693,41004.25,2141.87,2925,9
1829,38.991951,-104.8829961,41004.50,2138.31,2925,23
1830,38.9869944,-104.8769088,41004.75,2138.06,2925,15
1831,38.9859657,-104.8656351,41005.00,2137.74,2925,10
1832,38.9776922,-104.8584153,41005.25,2085.62,2925,7
1833,38.9778153,-104.8551819,41005.50,2086.21,2925,21
1834,38.9808592,-104.8615051,41005.75,2084.98,2925,17
1835,38.9894509,-104.8746491,41006.00,2069.65,2925,10
1836,38.9892278,-104.8805344,41006.25,2074.83,2925,3
1838,38.9864694,-104.881666,41006.75,2073.4,2925,11
1839,38.9843061,-104.8806664,41007.00,2072.98,2925,5
1840,38.9892389,-104.8873135,41007.25,2071.72,2925,8
1841,38.9874837,-104.8848318,41007.50,2118.61,2925,21
1842,38.9860999,-104.8756391,41007.75,2114.56,2925,17
1843,38.9886982,-104.8720602,41008.00,2066.42,2925,7
1844,38.9894944,-104.8783779,41008.25,2066.86,2925,5
1845,38.9881763,-104.8832181,41008.50,2066.49,2925,23
1846,38.9881759,-104.884458,41008.75,2087.22,2925,18
1847,38.9871413,-104.8858404,41009.00,2100.42,2925,8
1848,38.9908602,-104.8861398,41009.25,2098.81,2925,6
1849,38.9894714,-104.8790256,41009.50,2098.62,2925,21
1850,38.9885483,-104.8798319,41009.75,2098.11,2925,19
1851,38.9863945,-104.870787,41010.00,2093.2,2925,13
1854,38.9858812,-104.8825326,41010.75,2112.77,2925,13
1857,38.987105,-104.8829725,41011.50,2113.34,2925,21
1858,38.9896239,-104.8866583,41011.75,2150.81,2925,13
1859,38.989637,-104.8818502,41012.00,2150.6,2925,8
1860,38.9877409,-104.8813937,41012.25,2151.67,2925,6
1861,38.9884332,-104.883415,41012.50,2082.11,2925,18
1862,38.9868972,-104.8787702,41012.75,2084.63,2925,13
1863,38.9910266,-104.8779176,41013.00,2087.12,2925,6
1864,38.9908256,-104.8795968,41013.25,2090.85,2925,3
1866,38.9907442,-104.8829746,41013.75,2129.03,2925,11
1868,38.9934949,-104.8735704,41014.25,2079.1,2925,3
1869,38.9922974,-104.8727631,41014.50,2044.71,2925,13
1870,38.9941584,-104.8743416,41014.75,2105.69,2925,6
1871,38.9911554,-104.8779756,41015.00,2104.42,2925,4
1872,38.9900563,-104.8859308,41015.25,2104.21,2925,5
1873,38.9888237,-104.8847855,41015.50,2103.24,2925,16
1874,38.9832288,-104.8771234,41015.75,2125.43,2925,14
1875,38.9867669,-104.8709386,41016.00,2123.17,2925,8
1876,38.9918655,-104.8779556,41016.25,2086.46,2925,5
1877,38.9899047,-104.8787688,41016.50,2090.03,2925,21
1878,38.9905354,-104.8803544,41016.75,2092.53,2925,18
1879,38.9911483,-104.8777904,41017.00,2086.31,2925,9
1880,38.9864715,-104.8757791,41017.25,2084.22,2925,7
1881,38.9857385,-104.880094,41017.50,2086.25,2925,20
1883,38.9901058,-104.881023,41018.00,2099.01,2925,16
1884,38.9904736,-104.8835887,41018.25,2137.55,2925,8
1885,38.9902143,-104.8804873,41018.50,2138.16,2925,17
1886,38.9932453,-104.8853798,41023.75,2156.25,2925,21
1887,38.9906129,-104.8852405,41024.00,2188.37,2925,17
1890,38.9908601,-104.8837628,41024.75,2189.43,2925,22
1891,38.9910916,-104.8839749,41025.00,2151.3,2925,19
1892,38.9917084,-104.8829347,41025.25,2157.29,2925,14
1894,38.9822342,-104.8793864,41025.75,2128.37,2925,20
1895,38.9856594,-104.8791066,41026.00,2117.78,2925,14
1896,38.9936592,-104.8747917,41026.25,2107.42,2925,11
1898,38.9931155,-104.8772576,41026.75,2100.95,2925,17
1899,38.9895714,-104.8861704,41027.00,2110.33,2925,7
1900,38.9856777,-104.8889223,41027.25,2153.41,2925,6
1902,38.98503,-104.8781791,41027.75,2154.86,2925,12
1903,38.98624,-104.8704743,41028.00,2095.34,2925,8
1904,38.9822535,-104.87037,41028.25,2106.65,2925,7
1905,38.9814007,-104.8633612,41028.50,2106.05,2925,20
1906,38.9804232,-104.8542077,41028.75,2082.81,2925,16
1907,38.9826809,-104.8630655,41029.00,2084.57,2925,10
1908,38.9924858,-104.8809603,41029.25,2088.79,2925,13
1910,38.9859117,-104.8851175,41029.75,2122.89,2925,22
1911,38.9907545,-104.8897747,41030.00,2137.15,2925,12
1912,38.990894,-104.8831953,41030.25,2145.04,2925,15
1915,38.9900867,-104.8874342,41031.00,2187.45,2925,13
1916,38.9898557,-104.8848498,41031.25,2153.98,2925,14
1918,38.9850046,-104.8823786,41031.75,2118.6,2925,21
1919,38.9873025,-104.8830519,41032.00,2122.8,2925,14
